text,sentiment
"Thời gian giao hàng chậm, giao sai hàng",negative
Chất lượng sản phẩm tuyệt vời,positive
Giao hàng nhanh,positive
Nếu đuôi tôm dài hơn xíu thì đẹp,neutral
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Rất đáng tiền,positive
Shop rất nhiệt tình nè,positive
"Xài thích, các bạn có thể yên tâm chọn sp này về xài mà k cần lo",neutral
Chất lượng tốt,positive
Chất lượng sản phẩm tuyệt vời.mua 2lan rồi và muốn mua nhiều lan nữa...,positive
Nhưng chất liệu vãi oke vừa đúng với giá cả,neutral
Với 1 đôi bị chút bẩn,negative
"Shop ơi 2 cái quần cùng size mà sao cái nhỏ cái bự , cái nhỏ mặc hok vừa Thời gian giao hàng rất nhanh",negative
Vải ra màu,negative
Cũng đáng tiền với chất lượng,neutral
Giao hàng nhanh nhưng chất lượng vải kém quá,negative
Không ngờ chỉ với 70K mà có được áo chất lượng vậy,positive
"Chất liệu đẹp, mịn",positive
"Đầm đẹp lắm ạ, mỗi tội ngực e hơi lép ahihi",positive
Buồn thế ý,negative
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt, hàng đẹp giá rẻ quá shop ơi",positive
"chất vải và form rất đẹp, tư vấn nhiệt tình",positive
💗💗,positive
Tiếc là shop bán ít đồ k khuân mệ cả shop mất,positive
Em cám ơn shop ạ,neutral
"Chất lượng sản phẩm tuyệt vời, shop phục vụ rất tốt. ❤",positive
"Nhưng mà bạn nào mua nhớ rút kinh nghiệm chỗ này, là có 1 cái nắp trong cái thùng đen, nhớ lấy ra lắp vô nha, mình vừa bị con quỷ thằn lằn bò vô, nó kẹt trong cánh quạt, quạt ko quay dc nên cháy nguồn phải thay mới",positive
"Chất lượng sản phẩm tạm được, dễ rách",neutral
Vừa mới đi giày đã có mấy bạn hỏi chỗ mua rồi 😆😆😆 sẽ ủng hộ shop tiếp,positive
Giống hình,neutral
Quá chim ưng luoin nạ,positive
Tiền nào của đó,neutral
"Quá đẹp, quá xuất sắc 😍😍😍",positive
"Sp tạp được, Đóng gói sản phẩm rất đẹp và chắc chắn",positive
Chất lượng sản phẩm tốt Đóng gói sản phẩm chắc chắn vải mịn vải k dày k mỏng tạm dc,positive
Như mình mong đợi sẽ ủng hộ shop dài dài,positive
"Chất lượng sản phẩm tuyệt vời, Shop phục vụ rất tốt, Rất đáng tiền, Thời gian giao hàng rất nhanh",positive
Giao hàng qá lâu gần 2 tuần,negative
"Quần rất đẹp, chỉ dễ bị bức 1 chút. 48kg 1m64 vừa y",positive
Đã nhận,neutral
Mùi rất thơm,positive
Với giá này thì rất không đáng tiền,negative
Ko phải nghĩ!!,neutral
Quần nỉ phản quang shop ghi chất da cá viền trắng,positive
Shop phục vụ rất tốt,neutral
"Vải trơn, mỏng",neutral
Nếu k có màu đấy thì nên ib cho khách để hỏi có lấy màu khác không chứ k nên cứ giao theo ý mình,negative
"Siêu xinh siêu xinh, rất ưng ý",positive
Đóng gói sản phẩm chắc chắn,positive
"Shop giao hàng rất nhanh ^^ được tặng kèm quạt và mặt nạ mỗi set, shop tư vấn rất nhiệt tình và cẩn thận, mình cảm ơn shop nhiều ạ ^",positive
"Sản phẩm phù hợp với giá tiền,",neutral
"Chất lượng sản phẩm tuyệt vời, vải rất ok, mn mua ko càn lo về chất liệu nhé",positive
Coi như tiền nào chất lượng nấy,neutral
Giá rẻ sản phẩm chất lượng,neutral
Vs giá này là ok,negative
Thế này thì lại phải ủng hộ dài dài,positive
Chất lượng tạm ổn,negative
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Váy k giao nhưng cx k được báo trước,negative
Màu nhìn k giống hình lắm,negative
Nicee ❤️,positive
Thời gian giao hàng rất nhanh,neutral
"Chất lượng đáng giá tiền, form vừa vặn, tóm lại là mình thíchhhhhh",neutral
có quà tặng kèm rất đáng yêu ạ ><,positive
Shop phục vụ rất tốt nhưng ko có hsd,neutral
Chất lượng sản phẩm tuyệt vời,positive
Ăn hết sẽ mua tiếp,neutral
Chất lượng sản phẩm tốt,positive
Thời gian giao hàng rất nhanh,positive
Đẹp khỏi nói,positive
Goi hoi mềm,neutral
Mua cái thứ 3,positive
Đi chơi hay đi học đều ok,positive
Áo mặc mềm nhẹ mỏng rât thích,positive
"Chất áo đẹp, chủ shop tư vấn size chuẩn",positive
Chất lượng sản phẩm tuyệt vời hơn nữa shop phục vụ rất tốt còn tặng kèm quà <3 ưng vô cùng,positive
Chất lượng sản phẩm tuyệt vời,positive
"Chất lượng sản phẩm tuyệt vời, Đóng gói sản phẩm rất đẹp và chắc chắn, Shop phục vụ rất tốt",positive
Size L mà như XL,neutral
Vì phần cổ chân bo thun nên khi mặc hơi khó chút ạ 😋 nhưng như vậy mặc lên form mới đẹp,positive
Giao hàng nhanh,positive
Quần co dãn tốt,neutral
Dáng áo thì đc,negative
Nhỏ gọn Đóng gói sản phẩm rất đẹp và chắc chắn,positive
"Giao hàng nhanh mặc dù ngóng mỏi cổ, shop nhiệt tình, đóng gói chắc chắn, sản phẩm đẹp còn chất lượng chưa dùng nên chưa đánh giá",neutral
Shop phục vụ rất tốt,neutral
Cảm ơn shop!,neutral
"Check lại giúp mình, mình ko dùng dc",negative
Hài lòng ❤,positive
Shop phục vụ rất tốt Thời gian giao hàng tạm được,positive
"màu trắng không trắng, bị dính mực màu xanh áo xấu, có mùi hôi",negative
Đẹp nhưng tóc ít hơn mình nghỉ,negative
Chất đẹp,positive
Nhìn hơi cũ nhưng hạn còn dài nên ok,positive
Vẫn vừa váy nhaaa,positive
Chất lượng sản phẩm tuyệt vời...rts ân ý lun Đóng gói sản phẩm rất đẹp và chắc chắn..giao hàng rất nhanh..,positive
Lần đầu tiên mua hàng giá rẻ trên shoppe mà chim ưng như vậy,positive
Hơi bị đẹp nha!,positive
vải dày nhưng mặc hơi dậm dậm Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,positive
Nên chọn lớn hơn 1 size Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Mình bầu 1 tháng ko vừa,negative
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt,positive
Tay hơn ngắn,negative
The material is high quality but the size is too big,neutral
Sản phẩm tốt còn được tặng quà nữa,positive
Hàng đẹp đóng gói kỹ Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Buồn quá,negative
Chất lượng sản phẩm tuyệt vời...áo y như hình lun đấy...đẹppp😉hihi,positive
Nhanh gọn lẹ,positive
"Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Đóng gói sản phẩm rất đẹp và chắc chắn Bao hồng xinh xắn, vải mát",positive
Rẻ mà OK,positive
"Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh Shop phục vụ rất tốt, đóng gói hk đk đẹp thôi, hi",positive
Máy khá to so vs ảnh,negative
Chất lượng thì chưa rõ,negative
Hàng ko giống hình,negative
Shop phục vụ rất tốt ..Thời gian giao hàng rất nhanh 💜,positive
"Mặc đẹp mà ra màu wa, giặt vài lần ko pít hết ko.. phơi gần cái áo thì áo bị dính màu luôn",negative
Người bán phục vụ tốt👍,positive
Hàng y hình,positive
"quần chật bụng quá, chỉ đáng size S, M",negative
Đặt màu trắng nhưng giao màu đen,negative
Giao nhầm mẫu:(,negative
Lần đầu tiên mua quần trên shopee mà ưng đến vậy,positive
Chất lượng sản phẩm tuyệt vời Màu có hơi tối hơn trong hình của shop,positive
Rất đáng tiền.. sản phẩm rất đẹp,positive
Bề ngang áo chật,negative
Mua của shop nhiều.❤️,positive
Giao thiếu san phẩm này,negative
"Chất lượng sản phẩm tuyệt vời,hình sao hàng vậy",positive
Nhưng vì freesize nên rộng quá so với tầm mình,positive
Giao quần k đúng màu,negative
Hàng bt ko đẹp lắm ..,negative
Cũg tạm đc... nhưg như hình ảnh có túi mà nhận đc hàg thì k có... lấy màu trắng và đỏ nhưg 2 chất vải khác nhau hoàn toàn .. mog shop đăng ảnh như nào thì sp cug giống ảnh,negative
"Giao hàng nhanh, mua flash sale rẻ nhắm, nói chung là ngon bổ rẻ khi sale ạ",positive
Chat luong,neutral
"hàng đẹp, sz bị to nên sẽ đổi sz, sẽ mua thêm",positive
Chất lượng sản phẩm tốt trong tầm giá Đóng gói sản phẩm chắc chắn,positive
Màu xanh mình chọn ko đẹp đâu ah,neutral
Chất lượng sản phẩm tuyệt vời Rất đáng tiền,positive
Chất lượng sản phẩm tuyệt vời,positive
Shop phục vụ rất tốt. hàng đúng chuẩn,positive
Nói chug rất thất vọng,positive
"Chất lượng sản phẩm tốt, nhưng giao hàng lâu quá, đặt màu trắng mà giao màu xanh",negative
Chất lượng sản phẩm tuyệt vời👍❤️,positive
Shop phục vụ rất tốt,neutral
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Thế là đủ 5* rồi 😘,positive
Áo đẹp mặc dù vải hơi mỏng Rất đáng tiền,positive
Mn nên xem xét trước khi đặt hàng,negative
như xà phòng ko mùi thì đúng hơn,negative
Mặc dù đã lấy size s rồi đấy,negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.❤❤❤,positive
Inbox shop ko trả lời,negative
"Đã từng mua sp này-ren đẹp đường chỉ rất chắc chắn.K giống như của sh.Chỉ là hàng đặt may lại.Cẩu thả, ren đủ các thể loại.sh ns là để phân biệt",negative
Rất đáng tiền và thời gian giao hàng rất nhanh,positive
Shop lớn mà làm ăn chán,negative
"Chỉ có lưu ý nhỏ là hình in bị ra màu, nhưng không sao",negative
"Chất lượng khá ổn với giá tiền, trừ cái túi bé nhất là hơi lỗi, còn 2 túi to hơn thì ổn",neutral
Shop phục vụ rất tốt,positive
Đáng đồng tiền Chất lượng sản phẩm tốt,neutral
"Vải đc, nhưng mà hơi mỏng và không giống ảnh lắm",neutral
Chat vải cũng dc,positive
Ưng lắm á,positive
Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh,positive
Rất đáng tiền,positive
Cho shop 5*,positive
"Mk cao 1m62 53kg mặc size XL đắp mông, nói chung là rất đẹp",positive
Vay thi OK con ao thi bi Rách buon ghe noi shop thi tra loi qua loa,negative
"Túi bé, chất lượng kém",negative
Thời gian giao hàng oki,positive
"😘😘😘 rất ưng luôn không còn gì để nói 😍😍 , sẽ ủng hộ shop dài dài , sở thích toàn đồ tối màu may shop gửi đúng toàn màu mình thích 😆😆 yêu shop quá ý cho hẳn 10000**",positive
Chất được,neutral
Hàng đẹp và tốt chỉ 150k mà rất đẹp cám ơn shop nếu có nhiều sao hơn cũng ráng cho nhiều,positive
Dù sao vẫn rất ưng 😍😍😍,positive
Giao hàng không đúng mẫu Đóng gói sản phẩm rất kém Chất lượng sản phẩm rất kém,negative
Nhưng hàng ok,negative
Vải mỏng kiểu tay bo gấu vải xấu,negative
"Chất vải dày dặn, mềm, màu đẹp",positive
Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền,positive
bóng bị méo,negative
shop phục vụ rất tốt❤️,positive
Mua 3 kiểu khác nhau cùng sai nhưng có sai to hơn và nhỏ hơn nên k mặc được,negative
Hàng hơi khác mô tả,negative
"Máy mượt, ok, chưa trải nghiệm nhiều nên chưa kỹ đc, nhừ vẫn đánh giá cho shop 5 sao động viên, chúc shop làm ăn phát đạt",positive
Chất lượng sản phẩm ok ạ,positive
"Áo đẹp, mặc rất ok",positive
Thời gian giao hàng nhanh,neutral
I like it <3,neutral
Hộp khi nhận nhìn lô lắm mn ạ,negative
"Vải co dãn tốt, chỉ màu trắng k trùng màu áo, k bị rộng cổ",positive
",sau khi chủ shop tư vấn cho khách chọn L.Chốt khách hàng nhận được siz XL😂 Vậy tư vấn để làm gì nhỉ???",negative
Shop phục vụ rất tốt luôn !!,positive
Bùn shop thật haizz,negative
"Shop gửi hàng bị nứt, ko phải do bên vận chuyển",negative
Tuy nhiên màu bên ngoài đậm và tối hơn so với ảnh,positive
Rất đáng tiền Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Chất lượng sản phẩm tuyệt vời Rất đáng tiền Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền,positive
Hàng đẹp y hình shop nhiệt tình sẽ ủng hộ shop dài dài,positive
Shop phục vụ rất tốt,positive
K giong hinh,negative
Lần trước tưởng shop nhầm nên thôi,negative
Thời gian giao hàng chậm Không đáng tiền,negative
"Hàng tốt trong tầm giá, bạn chủ shop đáng iu lắm",positive
Mùi nước xả vải ko dc thơm,negative
😘😘😘😘,positive
Giày đc nhưng dù mang lớn hơn 1 size 41 lên 42 vẫn chật,neutral
Nên mua giá hợp lí,neutral
Bảo cho hai áo đỏ thì shop mang cho hai áo trắng...,negative
Đóng gói sản phẩm rất đẹp và chắc chắn,neutral
"Sản phẩm tốt, dễ mặc và phối đồ ^^",positive
"Chất lượng quá kèm, của rẻ là của ôi",negative
Giao lộn màu,negative
"Đóng gói sản phẩm rất đẹp và chắc chắn, giao rất nhanh trong 2-4 giờ, shipper khá thân thiện, chăm sóc KH tốt",positive
"Quần k k đẹp lắm, chấp nhận dc Chất lượng sản phẩm tạm được",positive
Thời gian giao hàng rất nhanh Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền,positive
Giao hàng nhanh,neutral
- Quần mặc chiều dài vừa tầm (Mình 1m57),positive
Nhưng chất liệu vải thì ok,positive
Đặt 2 cái size M thì cùng size M mà 1 cái rộng hơn hẳn còn 1 cái bé như size S .Kết quả cái bé k mặc đc,negative
Sản phẩm còn nguyên tem,neutral
Sao con lừa này shop ko cho pin luôn,negative
Hài lòng A đến Z 😊,positive
Cảm ơn shop,positive
"tuyệt vời ạ, nhưng chỉ có điều là em đặt nhầm sz nên bị rộng :(((",positive
Màu ko giống như anh shop,negative
Sản phẩm chuẩn,positive
Túi nhỏ gọn xinh xắn nhưng đựng đc cả canon 600d luôn ý các bạn,positive
Bạn nào cao tầm 1m55 - 1m60 phải nặng từ 65kg - 70kg may ra mặc thành quần gen,negative
Chất liệu thô,negative
Hơi xấu so với 2 màu kia :v,positive
Tệ và xấu,negative
"Áo xinh, vải mát, form rất đẹp",positive
Chất lượng sản phẩm tuyệt vời,positive
Tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
From áo rất đẹp,positive
"Giao hàng nhanh, chất lượng ok",positive
Nhưng k sao nhìn xa thì cũng đk,negative
Màu đậm hơn trong hình,neutral
Sh gói hàng quá kỹ luôn,positive
Ủng hộ shop dài dài mât thôi,positive
Chất lượng sản phẩm tuyệt vời,positive
Hang rat ok :) mua 3 cái hài lòng cả 3,positive
Chất lượng sản phẩm tạm được,positive
"Shop phục vụ chu đáo, nhiệt tình và lịch sự lắm",positive
"Chất lượng sản phẩm tuyệt vời, tuy nhiên mình mặc bị chật, do áo size nhỏ hơn sz áo bình thường mình hay mua, ai mặc sz 36 không độn thì áo này nên lấy sz 38 nhé",positive
Đợi giặt xem có bị xù k,positive
Chất lượng sản phẩm rất kém,negative
Vải mỏng phù hợp với giá tiền,neutral
Kích cỡ chưa chuẩn,negative
"Shop gửi thiếu hàng lần 1 đặt 10c gửi đc 7c, lần 2 đặt 8 cái gửi có 2 cái, nhắn tin thì chặn tin nhắn🙃 nhuốt hơn 500k cẩn thận Ko nghẹn 😘",negative
San phẩm không giong với Hinh,negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn.thanks shop,positive
Thích hợp cho da sáng trung bình,neutral
Sẽ mua lần thứ 2,positive
Form k ôm mà hơi suông,negative
Sản phẩm tuyệt vời,positive
May đẹp,neutral
M mua hộ 1 ng bị shop giao nhầm size nên ko đi đc,negative
Áo đẹp chất rất ok Thời gian giao hàng rất nhanh,positive
Size ao nho hon nhung sp khac,neutral
Đóng gói sản phẩm tạm được,positive
Nhưng shop k báo size với khách gửi size k vừa,neutral
Vải quá mòng,negative
bộ đồ khá ưng. có điều mặc thấy nóng quớ. hihi,neutral
:),neutral
"Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng hơi chậm, chất lượng ok",positive
mẹ kiép bán hang kiêu lua đảo lút nguồn hỏng mẹ no duaday nguồn thi hok cam đk ổ nao vua thêm cái day vga cung hong đm bán hàng có tâm vl Chất lượng sản phẩm tuyệt vời,negative
Rất đáng tiền,positive
Sản phẩm ok lắm,positive
Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Shop phục vụ rất tốt Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,positive
Lại sắp tốn tiền vs Shop này rồi,positive
Áo được nhưng hơi bé,neutral
Đẹp lắm nhé😍😍,positive
Với 99k thì là một sản phẩm vừa giá vừa dùng nhưng với 200k thì chất lượng có lễ không tốt rồi,negative
Hợp với giá tiền,positive
Mình hài lòng với sản phẩm,positive
Cám ơn chủ shop rất nhiều ạ,neutral
Giao hàng nhanh,neutral
Form giày bé nên lấy lên 1s,neutral
Đường may xấu,negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
"Chất lượng sản phẩm tạm được,chất aó mỏng hơi nhão dáng cộc",neutral
Đóng gói sản phẩm chắc chắn,neutral
Chất lượng sản phẩm tạm được K đáng tiền lắm,neutral
lần đầu mua quần áo trên shoppe mà ok kinh luôn 5 sao,positive
Thời gian giao hàng nhanh,neutral
"Giao hàng nhanh, thank shop",positive
Shop nên để lưu ý để khách biết chừng mua,negative
Giày đẹp,neutral
Hàng thì tạm ổn chứ ko phải là ok,positive
Tốt ngoài mong đợi,positive
Mong shop lần sau ktra trước khi gửi,negative
Đặt 2 áo thì 1 áo bị lỗi,negative
"Chất áo mỏng, mặc lộ áo trong",negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
"Sản phẩm làm mình thất vọng nhất so với tất cả, vải mỏng, kém, ship hàng tới thì hàng nhăn nheo",negative
KHÔNG GIỐNG HÌNH,negative
"Đóng hộp đẹp và chắc chắn, màu son đẹp k còn gì để tả, son có mùi thơm bôi thử thì k bị khô mà rất mềm môi, rất đáng tiền mua",positive
Thời gian giao hàng nhanh Đóng gói sản phẩm đẹp,positive
Em rất hài lòng <3,positive
Shop siêu siêu chiều khách,positive
"Vải thô mặc hơi nóng, dễ bai xù nếu ai kĩ tính quá thì ko nên mua kẻo tội shop",negative
Sẽ ủng hộ shop lần sau,neutral
Chất lượng sản phẩm tuyệt vời Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền,positive
"Màu hồng phấn chuẩn, đẹp",positive
"Banh bị xì , bơm mãi ko căng",negative
Đường may đẹp,positive
Hàng dùng rồi chán quá,negative
Mình ko trả hàng vì xa lại tốn ship,negative
Mong shop buôn may bán đắt,neutral
Quá tệ shop ạ,negative
Shop đóng gói đẹp giao nhanh,positive
Đẹp,positive
Shop giao nhầm dép,negative
Tuy nhiên màu áo hơi nhạt so với màu ảnh gốc nha,neutral
"Đóng gói sản phẩm rất đẹp và chắc chắn, chưa thử sản phẩm nên chưa biết thế nào",positive
Thank Shop,positive
Áo hơi ngắn,negative
Vải hơi thô,neutral
Áo hơi rộng phải đi sửa nhưng cũng rât ưng,positive
Đóng gói chắc đẹp sản phẩm tạm,neutral
"Chất lượng sản phẩm tuyệt vờ , Rất đáng tiền, Thời gian giao hàng rất nhanh , Shop phục vụ rất tốt",positive
Chất tốt,positive
Thời gian giao hàng rất nhanh,positive
Mặc vào đau phần nách,negative
Dep nhu hinh,neutral
hơi bị fail phần mũi giày. còn lại đều ổn,neutral
"Sp chất lượng rất kém, ko dám mặc sợ rách",negative
áo hơi nhỏ,negative
2 áo sơ mi cùng loại khác màu nhưng chất lượng khác xa nhau,negative
Thời gian giao hàng rất nhanh,neutral
Sẽ tậu thêm mấy màu nữa,positive
Giao hàng nhanh,positive
"Chất quần mềm, mặc khá thích lunnn ~ lần sau sẽ ủng hộ shop típ nà ~",positive
Size s hoi rong,neutral
"Áo ấm dã man lun ạ, bông to siêu mềm, đúng kiểu em thích luôn, k ngờ mua hàng online mà đc áo đẹp như vậy, tìm mãi bên ngoài k có nên phải mua onl, chị chủ shop nhiệt tình, có tâm, sẽ ủng hộ lâu dài 😍😍😍😍😍",positive
Thời gian giao hàng tạm được,neutral
"Hàng chất lượng, Shop tư vấn nhiệt tình, size chuẩn",positive
"Áo phông chất ok, áo tay dài chất vải hơi thô rát",neutral
Hàng ok,neutral
À mà giá còn rẻ nữa chứ,positive
Tuy có vài chỗ bị dư đường chỉ nhưng cắt đi là xong,neutral
Sản phẩm chắc chắn,positive
Sản phẩm thực tế khác mô tả,negative
Kẻ 3 vạch nhìn nên nã lắm,neutral
Áo đúng chất ngon - Bổ - Rẻ :)),positive
Đóng gói sản phẩm rất đẹp và chắc chắn chất áo nóng,positive
"Âm nghe ổn, to nhưng 4 sao thui, để dùng 1 tháng xem có chất lượng ko rồi mới sửa 5 sao",positive
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Vậy tại sao giá lại max max rẻ như vậy ạ???,positive
Quần rất tốt mát đẹp giao hàng nhanh Chất lượng sản phẩm tuyệt vời,positive
Shop phục vụ rất kém,negative
Giao hàng siêu tốc,positive
Chất lượng sản phẩm tạm được,negative
Sẽ mua thêm một màu nữa ❤️,positive
Nguyên một viết mực lớn .:3,negative
"Hàng chất lượng tốt, giống hình",neutral
Mỗi tội quần váy size S bụng hơi rộng tí,neutral
Mùi thơm mk có nhìu chai k có tinh dầu no-no,neutral
Chất lượng sp kém,negative
Quần rất rất chán form quá động,negative
Chat lượng Ok,neutral
"Khô ngon, vừa vị",positive
Hàng đặt ko đúng ý,negative
Thời gian giao hàng cham,neutral
Đặt hàng 1 chai tinh dầu tràm thì lại chuyển sang tinh dầu bưởi🙄,negative
"Có chút ko hài lòng vì sp bị bẩn và bung đường chỉ, màu sắc đậm hơn ảnh chụp",negative
Mơi mua vê chưa kiêp măt nưa .day kéo hư rôi ..,negative
Mũ đẹp shop àh.👍,neutral
Mình rất ưng,positive
Hàng đẹp xuất sắc,positive
Tiền nào của nấy :))))),neutral
Chất lượng sản phẩm tuyệt vời Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Rất đáng tiền Rất đáng tiền Thời gian giao hàng rất nhanh Thời gian giao hàng rất nhanh Rất đáng tiền Rất đáng tiền Rất đáng tiề,positive
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng siêu nhanh,positive
"Hàng ok, shop pv tốt",positive
"Shop phục vụ rất tốt, shop tặng kèm một áo cổ tàu",positive
"màu đen ok, vải hơi thô mà màu đen thì ko lộ cái thô ra",neutral
Định cho 5* nhưng shop cứ hẹn lần hẹn mòn nhưng vẫn ko thấy gửi bù cho m cái nắp,negative
Dinh dưỡng cho trẻ ăn dặm mà chua quá,negative
Áo vải dày.Quá tuyệt so với giá,negative
Ai đang do dự thì mua đi nhé 🙆🏻♀️ đẹp lẮm luôn ạ,positive
"Áo giống hình, mặc lên rất sang và mát",positive
Giống hình nhung đuong chi may ko chắc chắn,neutral
Mua hàng ở đây lần thứ n rồi ❤️❤️❤️❤️,positive
Khi giặt nên giặt riêng,neutral
Chúc shop sang năm mới buôn bán thuận lợi,positive
"Cám ơn shop nhìu ạ vải đẹp mà form cũng đẹp, giá cả hợp túi tiền, nhất định sẽ ủng hộ nữa 👍👍👍",positive
Chất lượng sản phẩm tuyệt vời áo đẹp,positive
Chất lượng sản phẩm tuyệt vời Vai hoi nong,positive
Chủ shop tư vấn nhiệt tình,neutral
,positive
Cho không xong áo mặc cứng không thể tả nổi sự thất vọng,negative
Shop phục vụ rất tốt Shop phục vụ rất tốT Thời gian giao hàng rất nhanh,positive
Shop nói chỉ còn màu hồng mà giao hàng màu xanh,negative
😃😃😃,negative
Hàng quá đẹp,positive
Vải tốt nhưng Form áo xấu,negative
Đã inbox shop giao màu xanh lại giao màu hồng,negative
"Shop rất tử tế, phục vụ rất tốt, thời gian giao hàng rất nhanh, luôn ủng hộ shop",positive
Áo đẹp ạ,neutral
Áo dày và hơi cứng,negative
Chất lượng sản phẩm bình thường vai ao len bị sù nhưng nhung voi gia tien nhu vay cung chap nhan duoc,neutral
Chỉ có túi nhỏ quá k dùng đc j 🤣,negative
Shop gửi hàng khá nhanh,positive
"Sản phẩm mặc lên ôm và đẹp, đóng gói sản phẩm đẹp",positive
Nhưng hàng lại chất nỉ bông viền nâu,negative
"Áo xinh, cảm ơn",positive
"Hàng xinh khiếp , vải xịn, dày, giao hàng nhanh",positive
Do áo rẻ nên mình k có ý chê mà cũng k khen shop,neutral
"Mình thường mang 34, đọc cmt, thấy nói size bé nên chọn lên 1 size, mua 36, vậy mà về cũng chật k chịu nổi",negative
Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Nhưng có mùi hôi như nhiều feedback có nói,positive
Giong hinh Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,positive
Kết nối hệ thống âm thanh của xe qua sóng FM nhưng chất lượng ngang ngửa với bluetooth,positive
Nói chung là tệ hại,negative
Mình đặt màu đen lại giao màu trắng,negative
Váy đẹp,positive
"Nhiều nạc, với giá cả NV thì chấp nhânn đc",neutral
Áo hơi nhỏ,negative
Vải đẹp quá,neutral
Quần mới mua chưa mặc,neutral
Rất ưng ý với sp,positive
Sẽ tiếp tục ủng hộ shop,positive
Giá bằng nửa ở ngoài store mà chất lượng ngang bằng :)),positive
"Hang mềm,mịn đẹp,rẻ.nói chung quá thích ay",positive
Rất thích,positive
màu đẹp. giao hàng nhanh. nhưng túi k dài đủ 30cm nên hơi thất vọng. tạm cho ⛤⛤⛤,neutral
Sảm phẩm đẹp nhưg áo đen hok giốg như hjh,positive
Mong shop luon dc thuoc hieu qua nhu Z hoai nha,positive
Chất lượng sản phẩm tuyệt vời,positive
Sản phẩm rất đẹp,positive
"Giày đi thì cũng nhẹ, hơi mỏng",negative
"Rất đáng tiền Thời gian giao hàng rất nhanh , hihi seza mặt ko vừa",neutral
"Shop phục vụ khá tốt, sp phù hợp với giá cả",neutral
Hàng đệp chất lượng mua 3 lần r gần mấy chục hộp hhi đợt này đc tặng thêm 1 phấn mắt nhỏ nhỏ siu cute lun,positive
Giao kg đúng màu đã chọn,negative
Chất khá hơn Áo đen,neutral
From bao đẹp,positive
"Chất lượng sản phẩm tuyệt vời, shop trả lời rất nhiệt tình ạ",positive
"Thời gian giao hàng nhanh,Ym không thơm lắm,không có hạn sử dụng",negative
Giày tốt y hình,neutral
Áo đẹp hơn mong đợi,neutral
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Shop phục vụ rất tốt Rất đáng tiền,positive
Chốt đặt đơn xong gửi 2 cái đen liền,negative
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,positive
Nói chung là mu chơi cho vui thì được,neutral
Thủ tục đổi trả phức tạp,negative
Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém Chất lượng sản phẩm rất kém,negative
Nói chug chất lượg đc,positive
